epoch,step,train_loss_epoch,train_loss_step
0,0,,0.15166915953159332
0,1,,0.13378429412841797
0,2,,0.11846870183944702
0,3,,0.12431306391954422
0,4,,0.13753952085971832
0,5,,0.11433526873588562
0,6,,0.10645467042922974
0,7,,0.0926055908203125
0,8,,0.09277600795030594
0,9,,0.08495619893074036
0,10,,0.08202941715717316
0,11,,0.06916406005620956
0,12,,0.06592635065317154
0,13,,0.056200962513685226
0,14,,0.04840652272105217
0,15,,0.05217632278800011
0,16,,0.043706972151994705
0,17,,0.0435899943113327
0,18,,0.044556617736816406
0,19,,0.051954519003629684
0,20,,0.04621000215411186
0,21,,0.04469115659594536
0,22,,0.03930753096938133
0,23,,0.04050133004784584
0,24,,0.03997268155217171
0,25,,0.04002147540450096
0,26,,0.04101913049817085
0,27,,0.0407140888273716
0,28,,0.03972892835736275
0,29,,0.03897850215435028
0,30,,0.034785542637109756
0,31,,0.03525577858090401
0,32,,0.030857229605317116
0,33,,0.032468486577272415
0,34,,0.033551398664712906
0,35,,0.03298911079764366
0,36,,0.035650212317705154
0,37,,0.03337119519710541
0,38,,0.025718579068779945
0,39,,0.03401117026805878
0,40,,0.03353073075413704
0,41,,0.030336542055010796
0,42,,0.03322066366672516
0,43,,0.024275250732898712
0,44,,0.026031678542494774
0,45,,0.027410244569182396
0,46,,0.02223486639559269
0,47,,0.024935776367783546
0,48,,0.023103108629584312
0,49,,0.021463895216584206
0,50,,0.01897466741502285
0,51,,0.018960272893309593
0,52,,0.019731702283024788
0,53,,0.022775599732995033
0,54,,0.0140269435942173
0,55,,0.013324921019375324
0,56,,0.015026982873678207
0,57,,0.012493561953306198
0,58,,0.011099201627075672
0,59,,0.010665575973689556
0,60,,0.009973586536943913
0,61,,0.011005626060068607
0,62,,0.010182932950556278
0,63,,0.010167382657527924
0,64,,0.008573074825108051
0,65,,0.010873266495764256
0,66,,0.009388620033860207
0,67,,0.011092851869761944
0,68,,0.009152750484645367
0,69,,0.009834522381424904
0,70,,0.00953180342912674
0,71,,0.008480763994157314
0,72,,0.00850509200245142
0,73,,0.008236157707870007
0,74,,0.007159310858696699
0,75,,0.009069297462701797
0,76,,0.008158302865922451
0,77,,0.008409086614847183
0,78,,0.008435606025159359
0,79,,0.00915027130395174
0,80,,0.008463669568300247
0,81,,0.008554823696613312
0,82,,0.008679075166583061
0,83,,0.008070940151810646
0,84,,0.010704330168664455
0,85,,0.008259084075689316
0,86,,0.007491631433367729
0,87,,0.008036729879677296
0,88,,0.008730377070605755
0,89,,0.008254160173237324
0,90,,0.007713178172707558
0,91,,0.00823140423744917
0,92,,0.007782554719597101
0,93,,0.008461445569992065
0,94,,0.007308014202862978
0,95,,0.007283002138137817
0,96,,0.008343243040144444
0,97,,0.0063919625245034695
0,98,,0.007472692523151636
0,99,,0.007176440209150314
0,100,,0.007501744199544191
0,101,,0.00820093508809805
0,102,,0.007462346460670233
0,103,,0.006993927527219057
0,104,,0.007207316812127829
0,105,,0.00801787618547678
0,106,,0.006318670231848955
0,107,,0.005762208253145218
0,108,,0.007314858492463827
0,109,,0.00637321500107646
0,110,,0.005727676209062338
0,111,,0.0067405737936496735
0,112,,0.006091172341257334
0,113,,0.006376214791089296
0,114,,0.006003482732921839
0,115,,0.006606085691601038
0,116,,0.005721554160118103
0,117,,0.00662599503993988
0,118,,0.006783602759242058
0,119,,0.006109040696173906
0,120,,0.006350382696837187
0,121,,0.006335585843771696
0,122,,0.00612212298437953
0,123,,0.00796378031373024
0,124,,0.006335489917546511
0,125,,0.006929625291377306
0,126,,0.005832829046994448
0,127,,0.0064854007214307785
0,128,,0.006211136933416128
0,129,,0.00682063028216362
0,130,,0.006472423672676086
0,131,,0.006738851312547922
0,132,,0.005819426383823156
0,133,,0.005798995494842529
0,134,,0.006392369046807289
0,135,,0.005613808985799551
0,136,,0.006227720994502306
0,137,,0.0063015916384756565
0,138,,0.005659793969243765
0,139,,0.006382249761372805
0,140,,0.00641794316470623
0,141,,0.005212599877268076
0,142,,0.006325350608676672
0,143,,0.007786206901073456
0,144,,0.006631430238485336
0,145,,0.005730817560106516
0,146,,0.006494390312582254
0,147,,0.00587659003213048
0,148,,0.005919169634580612
0,149,,0.0061024767346680164
0,150,,0.005807599052786827
0,151,,0.007388730999082327
0,152,,0.00635606748983264
0,153,,0.006568733137100935
0,154,,0.00631139799952507
0,155,,0.005807787645608187
0,156,,0.004937757272273302
0,157,,0.006685445550829172
0,158,,0.005584472790360451
0,159,,0.006104557309299707
0,160,,0.006642946973443031
0,161,,0.006089840084314346
0,162,,0.005200124811381102
0,163,,0.007352115120738745
0,164,,0.0053826128132641315
0,165,,0.006124407518655062
0,166,,0.006339918822050095
0,167,,0.00552000617608428
0,168,,0.005745898932218552
0,169,,0.005667441058903933
0,170,,0.006424239370971918
0,171,,0.00519530288875103
0,172,,0.006755610462278128
0,173,,0.005128912627696991
0,174,,0.005990815814584494
0,175,,0.00545291043817997
0,176,,0.005366359371691942
0,177,,0.005105653777718544
0,178,,0.004201534669846296
0,179,,0.006623461376875639
0,180,,0.005255050957202911
0,181,,0.005193077027797699
0,182,,0.006028640549629927
0,183,,0.004825310315936804
0,184,,0.004968331661075354
0,185,,0.005140761379152536
0,186,,0.0043210419826209545
0,187,,0.004663962870836258
0,188,,0.006211433093994856
0,189,,0.00546559551730752
0,190,,0.004989829380065203
0,191,,0.005278650671243668
0,192,,0.005822285544127226
0,193,,0.0049113002605736256
0,194,,0.005739439278841019
0,195,,0.00542133254930377
0,196,,0.005310582462698221
0,197,,0.005970631260424852
0,198,,0.005668623838573694
0,199,,0.004340828862041235
0,200,,0.004907677415758371
0,201,,0.005710912868380547
0,202,,0.0051701869815588
0,203,,0.005076931789517403
0,204,,0.004545218776911497
0,205,,0.0048108515329658985
0,206,,0.004986886400729418
0,207,,0.004824739880859852
0,208,,0.00438344432041049
0,209,,0.005117896944284439
0,210,,0.005205722991377115
0,211,,0.006006316747516394
0,212,,0.004733051639050245
0,213,,0.0041847857646644115
0,214,,0.005950120743364096
0,215,,0.0050775036215782166
0,216,,0.005376059096306562
0,217,,0.004284920636564493
0,218,,0.004661689978092909
0,219,,0.00453428877517581
0,220,,0.005007366184145212
0,221,,0.004395190626382828
0,222,,0.004930958617478609
0,223,,0.0048332479782402515
0,224,,0.0038307898212224245
0,225,,0.004814638756215572
0,226,,0.004911682102829218
0,227,,0.0047409613616764545
0,228,,0.004513289779424667
0,229,,0.0043604108504951
0,230,,0.0051740785129368305
0,231,,0.004592271987348795
0,232,,0.004072736483067274
0,233,,0.004236652981489897
