epoch,step,train_loss_epoch,train_loss_step
0,0,,0.16479115188121796
0,1,,0.1584223061800003
0,2,,0.1507580429315567
0,3,,0.14525504410266876
0,4,,0.15904219448566437
0,5,,0.16711778938770294
0,6,,0.1457466185092926
0,7,,0.13042336702346802
0,8,,0.1325327754020691
0,9,,0.12505300343036652
0,10,,0.1280537098646164
0,11,,0.1099085882306099
0,12,,0.13339465856552124
0,13,,0.11146915704011917
0,14,,0.12794741988182068
0,15,,0.1185448095202446
0,16,,0.10855206102132797
0,17,,0.07751677185297012
0,18,,0.10387822240591049
0,19,,0.08335200697183609
0,20,,0.0892699584364891
0,21,,0.10646427422761917
0,22,,0.07664592564105988
0,23,,0.07874591648578644
0,24,,0.08873029798269272
0,25,,0.06860662251710892
0,26,,0.0672735795378685
0,27,,0.0641474723815918
0,28,,0.07332848757505417
0,29,,0.055817876011133194
0,30,,0.05720045790076256
0,31,,0.05567889288067818
0,32,,0.06280029565095901
0,33,,0.05965660884976387
0,34,,0.05763688310980797
0,35,,0.04448825120925903
0,36,,0.0541967935860157
0,37,,0.053244784474372864
0,38,,0.04898219183087349
0,39,,0.047837208956480026
0,40,,0.047059301286935806
0,41,,0.047430604696273804
0,42,,0.04069814458489418
0,43,,0.04456928372383118
0,44,,0.04081818088889122
0,45,,0.04675165191292763
0,46,,0.04036391153931618
0,47,,0.04703936353325844
0,48,,0.05350181460380554
0,49,,0.047830913215875626
0,50,,0.05241422355175018
0,51,,0.04814222455024719
0,52,,0.044593196362257004
0,53,,0.04088841751217842
0,54,,0.042693059891462326
0,55,,0.04226561263203621
0,56,,0.04036747291684151
0,57,,0.04018557816743851
0,58,,0.04872269555926323
0,59,,0.034717243164777756
0,60,,0.047759056091308594
0,61,,0.04332704469561577
0,62,,0.05247965827584267
0,63,,0.03513696417212486
0,64,,0.0397941879928112
0,65,,0.03758227452635765
0,66,,0.03893253579735756
0,67,,0.03603304550051689
0,68,,0.044136274605989456
0,69,,0.03743906319141388
0,70,,0.04640854522585869
0,71,,0.049564361572265625
0,72,,0.04285586252808571
0,73,,0.03369474783539772
0,74,,0.047077640891075134
0,75,,0.03913375735282898
0,76,,0.034705985337495804
0,77,,0.040683142840862274
0,78,,0.05172541365027428
0,79,,0.03380643576383591
0,80,,0.03259443864226341
0,81,,0.03801971301436424
0,82,,0.04477344825863838
0,83,,0.03599194064736366
0,84,,0.03847362846136093
0,85,,0.03342258930206299
0,86,,0.03568986803293228
0,87,,0.038553155958652496
0,88,,0.038137272000312805
0,89,,0.036628905683755875
0,90,,0.04411836341023445
0,91,,0.02611120603978634
0,92,,0.03699313476681709
0,93,,0.028718166053295135
0,94,,0.04182172194123268
0,95,,0.032391197979450226
0,96,,0.04104676470160484
0,97,,0.03443923965096474
0,98,,0.03446124866604805
0,99,,0.03707626834511757
0,100,,0.03416486456990242
0,101,,0.040383290499448776
0,102,,0.03164150193333626
0,103,,0.029411574825644493
0,104,,0.03848225250840187
