epoch,step,train_loss
0,0,0.17331629991531372
0,1,0.17224693298339844
0,2,0.1695631742477417
0,3,0.16525916755199432
0,4,0.15780220925807953
0,5,0.13369566202163696
0,6,0.1386253982782364
0,7,0.13981829583644867
0,8,0.14000940322875977
0,9,0.1291140764951706
0,10,0.10968220233917236
0,11,0.13307376205921173
0,12,0.10550852864980698
0,13,0.0968814268708229
0,14,0.09426644444465637
0,15,0.08777163177728653
0,16,0.07774744182825089
0,17,0.07274804264307022
0,18,0.06292055547237396
0,19,0.07038796693086624
0,20,0.054947104305028915
0,21,0.06136153265833855
0,22,0.0639064833521843
0,23,0.05491291359066963
0,24,0.059761445969343185
0,25,0.052490949630737305
0,26,0.05302751064300537
0,27,0.058423787355422974
0,28,0.04997032880783081
0,29,0.0472787506878376
0,30,0.05019398406147957
0,31,0.048553142696619034
0,32,0.04912329837679863
0,33,0.04744793847203255
0,34,0.0447094552218914
0,35,0.053192827850580215
0,36,0.05336493253707886
0,37,0.053832996636629105
0,38,0.04947352409362793
0,39,0.05055033788084984
0,40,0.045731667429208755
0,41,0.04742144048213959
0,42,0.04883113130927086
0,43,0.042732175439596176
0,44,0.040770892053842545
0,45,0.04349447414278984
0,46,0.03859105333685875
0,47,0.04770120605826378
0,48,0.04827404022216797
0,49,0.04338943958282471
0,50,0.04994908347725868
0,51,0.040986642241477966
0,52,0.03319290280342102
0,53,0.03865670785307884
0,54,0.04771481826901436
0,55,0.03834434226155281
0,56,0.04212246835231781
0,57,0.03982429951429367
0,58,0.04736905172467232
0,59,0.045869141817092896
0,60,0.04621461406350136
0,61,0.046051252633333206
0,62,0.045141369104385376
0,63,0.05206310376524925
0,64,0.04727720096707344
0,65,0.0311968382447958
0,66,0.044697802513837814
0,67,0.040361687541007996
0,68,0.053508248180150986
0,69,0.04658409580588341
0,70,0.03817237913608551
0,71,0.0478200763463974
0,72,0.04112416133284569
0,73,0.04060649499297142
0,74,0.04265657067298889
0,75,0.04085325822234154
0,76,0.04749627038836479
0,77,0.04460800811648369
0,78,0.039301782846450806
0,79,0.04473118111491203
0,80,0.04248933121562004
0,81,0.03592725470662117
0,82,0.04069584608078003
0,83,0.04619133099913597
0,84,0.04532119631767273
0,85,0.04292266070842743
0,86,0.036804329603910446
0,87,0.035743385553359985
0,88,0.03828074410557747
0,89,0.03482673689723015
0,90,0.04034241661429405
0,91,0.03499320521950722
0,92,0.03930492699146271
0,93,0.0397646464407444
0,94,0.03681102767586708
0,95,0.0348576083779335
0,96,0.035676050931215286
0,97,0.04051366075873375
0,98,0.033856675028800964
0,99,0.03970146179199219
0,100,0.03887266293168068
0,101,0.033234819769859314
0,102,0.04249958321452141
0,103,0.03533616289496422
0,104,0.03729982674121857
0,105,0.038360949605703354
0,106,0.03217210993170738
0,107,0.04239991307258606
0,108,0.03463088721036911
0,109,0.037374310195446014
0,110,0.032544493675231934
0,111,0.03315607085824013
0,112,0.03251256048679352
0,113,0.03818543627858162
0,114,0.034069787710905075
0,115,0.02803889662027359
0,116,0.030296362936496735
0,117,0.03200757876038551
0,118,0.030271800234913826
0,119,0.027711383998394012
0,120,0.028011620044708252
0,121,0.024624496698379517
0,122,0.027788309380412102
0,123,0.032948315143585205
0,124,0.02704879455268383
0,125,0.02357596717774868
0,126,0.024841664358973503
0,127,0.023953154683113098
0,128,0.02411493845283985
0,129,0.024204455316066742
0,130,0.022396104410290718
0,131,0.026152318343520164
0,132,0.019046952947974205
0,133,0.01973666064441204
0,134,0.020133458077907562
0,135,0.019260019063949585
0,136,0.023332910612225533
0,137,0.018638329580426216
0,138,0.014233998022973537
0,139,0.016576334834098816
0,140,0.016437185928225517
0,141,0.017344705760478973
0,142,0.015131429769098759
0,143,0.016969913616776466
0,144,0.014174091629683971
0,145,0.015007204376161098
0,146,0.014301851391792297
0,147,0.014110754244029522
0,148,0.01550425123423338
0,149,0.013362240977585316
0,150,0.01335031446069479
0,151,0.016004512086510658
0,152,0.013565088622272015
0,153,0.014165391214191914
0,154,0.013396177440881729
0,155,0.014076076447963715
0,156,0.01255012396723032
0,157,0.013425491750240326
0,158,0.014333839528262615
0,159,0.013532665558159351
0,160,0.012076515704393387
0,161,0.013539895415306091
0,162,0.012224704027175903
0,163,0.013033919036388397
0,164,0.012732542119920254
0,165,0.012752488255500793
0,166,0.011425510048866272
0,167,0.011775690130889416
0,168,0.010890111327171326
0,169,0.01318291574716568
0,170,0.011760920286178589
0,171,0.011729605495929718
0,172,0.011814076453447342
0,173,0.012143981643021107
0,174,0.011085926555097103
0,175,0.010932985693216324
0,176,0.010320617817342281
0,177,0.010656870901584625
0,178,0.011937758885324001
0,179,0.009652461856603622
0,180,0.009493543766438961
0,181,0.011159108020365238
0,182,0.010209638625383377
0,183,0.01028691790997982
0,184,0.010854152031242847
0,185,0.011986546218395233
0,186,0.01110236719250679
0,187,0.01056837011128664
0,188,0.011367078870534897
0,189,0.010586771182715893
0,190,0.010180444456636906
0,191,0.009740367531776428
0,192,0.01054790522903204
0,193,0.00951440166682005
0,194,0.0095283268019557
0,195,0.011331203393638134
0,196,0.010602311231195927
0,197,0.008755425922572613
0,198,0.009643353521823883
0,199,0.009767728857696056
0,200,0.01030722726136446
0,201,0.00915894191712141
0,202,0.01052794884890318
0,203,0.008910921402275562
0,204,0.010199270211160183
0,205,0.010372709482908249
0,206,0.01049861405044794
0,207,0.00951885525137186
0,208,0.009917358867824078
0,209,0.009136891923844814
0,210,0.008226916193962097
0,211,0.00951401237398386
0,212,0.0096651716157794
0,213,0.009155300445854664
0,214,0.01016987580806017
0,215,0.011085733771324158
0,216,0.009646520018577576
0,217,0.010256518609821796
0,218,0.009879603050649166
0,219,0.00935079250484705
0,220,0.00850681308656931
0,221,0.007749537006020546
0,222,0.009892144240438938
0,223,0.009049082174897194
0,224,0.009352599270641804
0,225,0.008471541106700897
0,226,0.007617399096488953
0,227,0.008911318145692348
0,228,0.009365691803395748
0,229,0.010689251124858856
0,230,0.00797599833458662
0,231,0.009481203742325306
0,232,0.008675829507410526
0,233,0.00870260689407587
0,234,0.008554431609809399
0,235,0.007909080013632774
0,236,0.008961944840848446
0,237,0.009320334531366825
0,238,0.008473626337945461
0,239,0.009025728330016136
0,240,0.0080639673396945
0,241,0.008899563923478127
0,242,0.008716759271919727
0,243,0.00790497288107872
0,244,0.008281229995191097
0,245,0.008091478608548641
0,246,0.0079790148884058
0,247,0.008596611209213734
0,248,0.007310731802135706
0,249,0.0073392391204833984
0,250,0.007872524671256542
0,251,0.006999611854553223
0,252,0.008236653171479702
0,253,0.008555561304092407
0,254,0.007987670600414276
0,255,0.008266839198768139
0,256,0.007593399379402399
0,257,0.008236407302320004
0,258,0.007460853084921837
0,259,0.007877631112933159
0,260,0.0075277723371982574
0,261,0.008290472440421581
0,262,0.008169073611497879
0,263,0.007059612777084112
0,264,0.006940500345081091
0,265,0.0077806622721254826
0,266,0.008008524775505066
0,267,0.00681789917871356
0,268,0.008197016082704067
0,269,0.007248826324939728
0,270,0.008259948343038559
0,271,0.007454062346369028
0,272,0.008256126195192337
0,273,0.007647661026567221
0,274,0.007143406197428703
0,275,0.0071449256502091885
0,276,0.006817379966378212
0,277,0.007043290883302689
0,278,0.006823707837611437
0,279,0.0067913648672401905
0,280,0.007323742378503084
0,281,0.008098592050373554
